URL,Title,Pub_Name,DOI
https://api.elsevier.com/content/article/pii/S0169433221023370,CdS(ZB)/CdS(WZ)/Ni-BTC photocatalytic selective oxidation of benzyl alcohol to benzaldehyde coupled with hydrogen evolution,Applied Surface Science,10.1016/j.apsusc.2021.151284
https://api.elsevier.com/content/article/pii/S1572665721008468,Quinone shuttling impels selective electrocatalytic alcohol oxidation: A hydrogen bonding-directed electrosynthesis,Journal of Electroanalytical Chemistry,10.1016/j.jelechem.2021.115820
https://api.elsevier.com/content/article/pii/S0020169321002449,Electrochemical reactor for sustainable transformation of bio-mass derived allyl alcohol into acrylate and pure hydrogen,Inorganica Chimica Acta,10.1016/j.ica.2021.120488
https://api.elsevier.com/content/article/pii/S0926860X20302969,Effect of alcohol sacrificial agent on the performance of Cu/TiO<ce:inf loc=post>2</ce:inf> photocatalysts for UV-driven hydrogen production,Applied Catalysis A: General,10.1016/j.apcata.2020.117703
https://api.elsevier.com/content/article/pii/S0960852420314425,Hydrogen production in two-chamber MEC using a low-cost and biodegradable poly(vinyl) alcohol/chitosan membrane,Bioresource Technology,10.1016/j.biortech.2020.124168
https://api.elsevier.com/content/article/pii/S0045653521020300,Effects of various alcohol sacrificial agents on hydrogen evolution based on CoS<ce:inf loc=post>2</ce:inf>@SCN nanomaterials and its mechanism,Chemosphere,10.1016/j.chemosphere.2021.131558
https://api.elsevier.com/content/article/pii/S0360319919339254,Kinetic study of the effects of pH on the photocatalytic hydrogen production from alcohols,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2019.10.114
https://api.elsevier.com/content/article/pii/S1385894721057107,Engineering 2D NiO/Ni<ce:inf loc=post>3</ce:inf>S<ce:inf loc=post>2</ce:inf> heterointerface electrocatalyst for highly efficient hydrogen production coupled with benzyl alcohol oxidation,Chemical Engineering Journal,10.1016/j.cej.2021.134137
https://api.elsevier.com/content/article/pii/S1001841719306047,New strategy for production of primary alcohols from aliphatic olefins by tandem cross-metathesis/hydrogenation,Chinese Chemical Letters,10.1016/j.cclet.2019.10.001
https://api.elsevier.com/content/article/pii/S0360319919343897,Direct production of hydrogen-rich gas and/or pure-hydrogen with high-pressure from alcohol/water/metal-powder mixture at low processing temperature,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2019.11.166
https://api.elsevier.com/content/article/pii/S0376738822000746,Hydrophobically modified Pd membrane for the efficient purification of hydrogen in light alcohols steam reforming process,Journal of Membrane Science,10.1016/j.memsci.2022.120326
https://api.elsevier.com/content/article/pii/S0020169321000013,Hydrogen and chemicals from alcohols through electrochemical reforming by Pd-CeO<ce:inf loc=post>2</ce:inf>/C electrocatalyst,Inorganica Chimica Acta,10.1016/j.ica.2021.120245
https://api.elsevier.com/content/article/pii/S0926860X22000503,Micro-/mesopores confined ultrasmall Cu nanoparticles in SBA-15 as a highly efficient and robust catalyst for furfural hydrogenation to furfuryl alcohol,Applied Catalysis A: General,10.1016/j.apcata.2022.118527
https://api.elsevier.com/content/article/pii/S2666821122000175,Surfactant-assisted preparation of Mo-Co-K sulfide catalysts for the synthesis of low-carbon alcohols <ce:italic>via</ce:italic> CO<ce:inf loc=post>2</ce:inf> hydrogenation,Chemical Engineering Journal Advances,10.1016/j.ceja.2022.100256
https://api.elsevier.com/content/article/pii/S0959652621027554,Photocatalytic conversion of alcohols to hydrogen and carbon-containing products: A cleaner alcohol valorization approach,Journal of Cleaner Production,10.1016/j.jclepro.2021.128546
https://api.elsevier.com/content/article/pii/S0169433221025563,Engineering carbon nitride with cyanide groups for efficient photocatalytic alcohol oxidation and H<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>2</ce:inf> production-Utilization of photogenerated electrons and holes,Applied Surface Science,10.1016/j.apsusc.2021.151506
https://api.elsevier.com/content/article/pii/S0920586121005435,Supported ruthenium catalysts for the aqueous-phase selective hydrogenation of furfural to furfuryl alcohol,Catalysis Today,10.1016/j.cattod.2021.12.011
https://api.elsevier.com/content/article/pii/S0016236121026430,Selective production of alkanes and fatty alcohol via hydrodeoxygenation of palmitic acid over red mud-supported nickel catalysts,Fuel,10.1016/j.fuel.2021.122780
https://api.elsevier.com/content/article/pii/S2095495618301591,Highly efficient and selective photocatalytic dehydrogenation of benzyl alcohol for simultaneous hydrogen and benzaldehyde production over Ni-decorated Zn<ce:inf loc=post>0.5</ce:inf>Cd<ce:inf loc=post>0.5</ce:inf>S solid solution,Journal of Energy Chemistry,10.1016/j.jechem.2018.03.014
https://api.elsevier.com/content/article/pii/S0926337321006822,Monometallic iron catalysts with synergistic Na and S for higher alcohols synthesis via CO<ce:inf loc=post>2</ce:inf> hydrogenation,Applied Catalysis B: Environmental,10.1016/j.apcatb.2021.120556
https://api.elsevier.com/content/article/pii/S2468823121006817,Bimetallic Cu-Ni/MCM-41 catalyst for efficiently selective transfer hydrogenation of furfural into furfural alcohol,Molecular Catalysis,10.1016/j.mcat.2021.112065
https://api.elsevier.com/content/article/pii/S0021951721003407,From selective transfer hydrogenation to selective hydrogen auto-transfer process: An efficient method for the synthesis of alkenyl ketones <ce:italic>via</ce:italic> iridium-catalyzed <ce:italic>α</ce:italic>-alkylation of ketones with alkenyl alcohols,Journal of Catalysis,10.1016/j.jcat.2021.08.038
https://api.elsevier.com/content/article/pii/S1385894721047860,Enhanced CO<ce:inf loc=post>2</ce:inf> hydrogenation to higher alcohols over K-Co promoted In<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> catalysts,Chemical Engineering Journal,10.1016/j.cej.2021.133211
https://api.elsevier.com/content/article/pii/S2451910321001551,Electrochemical hydrogen production from biomass,Current Opinion in Electrochemistry,10.1016/j.coelec.2021.100841
https://api.elsevier.com/content/article/pii/S0926337319300669,Synthesis of mixed alcohols with enhanced C3+ alcohol production by CO hydrogenation over potassium promoted molybdenum sulfide,Applied Catalysis B: Environmental,10.1016/j.apcatb.2019.01.063
https://api.elsevier.com/content/article/pii/S0021961421002056,Sustainable hydrogen storage: Thermochemistry of amino-alcohols as seminal liquid organic hydrogen carriers,The Journal of Chemical Thermodynamics,10.1016/j.jct.2021.106591
https://api.elsevier.com/content/article/pii/S0920586118311015,Photocatalytic production of hydrogen from binary mixtures of C-3 alcohols on Pt/TiO<ce:inf loc=post>2</ce:inf>: Influence of alcohol structure,Catalysis Today,10.1016/j.cattod.2018.10.001
https://api.elsevier.com/content/article/pii/S0926337319305120,Efficient hydrogen production by selective alcohol photoreforming on plasmonic photocatalyst comprising sandwiched Au nanodisks and TiO<ce:inf loc=post>2</ce:inf>,Applied Catalysis B: Environmental,10.1016/j.apcatb.2019.117773
https://api.elsevier.com/content/article/pii/S0926337322000959,"Highly selective production of long-chain aldehydes, ketones or alcohols via syngas at a mild condition",Applied Catalysis B: Environmental,10.1016/j.apcatb.2022.121155
https://api.elsevier.com/content/article/pii/S0167732221025320,Modeling hydrogen solubility in alcohols using machine learning models and equations of state,Journal of Molecular Liquids,10.1016/j.molliq.2021.117807
https://api.elsevier.com/content/article/pii/S0045653521020592,State of art of valorising of diverse potential feedstocks for the production of alcohols and ethers: Current changes and perspectives,Chemosphere,10.1016/j.chemosphere.2021.131587
https://api.elsevier.com/content/article/pii/S1364032122000211,Hydrogen production <ce:italic>via</ce:italic> anaerobic digestion of coal modified by white-rot fungi and its application benefits analysis,Renewable and Sustainable Energy Reviews,10.1016/j.rser.2022.112091
https://api.elsevier.com/content/article/pii/S002196142100224X,Paving the way to the sustainable hydrogen storage: Thermochemistry of amino-alcohols as precursors for liquid organic hydrogen carriers,The Journal of Chemical Thermodynamics,10.1016/j.jct.2021.106610
https://api.elsevier.com/content/article/pii/S0360319921041562,A review on biomass based hydrogen production technologies,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2021.10.124
https://api.elsevier.com/content/article/pii/S2451929420305404,Advances in higher alcohol synthesis from CO<ce:inf loc=post>2</ce:inf> hydrogenation,Chem,10.1016/j.chempr.2020.10.019
https://api.elsevier.com/content/article/pii/S2468823120304624,Transfer hydrogenation of furfural to furfuryl alcohol over modified Zr-based catalysts using primary alcohols as H-donors,Molecular Catalysis,10.1016/j.mcat.2020.111199
https://api.elsevier.com/content/article/pii/S2095495621002254,Trace water triggers high-efficiency photocatalytic hydrogen peroxide production,Journal of Energy Chemistry,10.1016/j.jechem.2021.03.055
https://api.elsevier.com/content/article/pii/S2468823120306027,Catalytic hydrogenation of furfural to furfuryl alcohol over chromium-free catalyst: Enhanced selectivity in the presence of solvent,Molecular Catalysis,10.1016/j.mcat.2020.111339
https://api.elsevier.com/content/article/pii/S0926337321001995,Catalysts design for higher alcohols synthesis by CO<ce:inf loc=post>2</ce:inf> hydrogenation: Trends and future perspectives,Applied Catalysis B: Environmental,10.1016/j.apcatb.2021.120073
https://api.elsevier.com/content/article/pii/S0360319920302755,Hydrogen generation by alcohol reforming in a tandem cell consisting of a coupled fuel cell and electrolyser,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2020.01.123
https://api.elsevier.com/content/article/pii/S001623612101200X,Ordered mesoporous NiMg bimetal oxides confined KMoS catalyst for selective CO hydrogenation into higher alcohols,Fuel,10.1016/j.fuel.2021.121321
https://api.elsevier.com/content/article/pii/S1002072121002350,Unique capability of NdPO<ce:inf loc=post>4</ce:inf> to activate hydrogen for efficient hydrogenation of furfural to furfuryl alcohol over Nd-Co-P composites,Journal of Rare Earths,10.1016/j.jre.2021.09.021
https://api.elsevier.com/content/article/pii/S2452223621000055,Unrevealing the hidden link between sustainable alkylation and hydrogen transfer processes with alcohols,Current Opinion in Green and Sustainable Chemistry,10.1016/j.cogsc.2021.100449
https://api.elsevier.com/content/article/pii/S0021951720304474,Phenylacetylene hydrogenation coupled with benzyl alcohol dehydrogenation over Cu/CeO<ce:inf loc=post>2</ce:inf>: A consideration of Cu oxidation state,Journal of Catalysis,10.1016/j.jcat.2020.11.002
https://api.elsevier.com/content/article/pii/S0360319920304250,Techno-economic analysis of alternative processes for alcohol-assisted methanol synthesis from carbon dioxide and hydrogen,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2020.01.230
https://api.elsevier.com/content/article/pii/S0926860X20303124,Highly efficient catalytic transfer hydrogenation of biomass-derived furfural to furfuryl alcohol using UiO-66 without metal catalysts,Applied Catalysis A: General,10.1016/j.apcata.2020.117719
https://api.elsevier.com/content/article/pii/S0016236120330179,Hydrogen solubility in bio-based furfural and furfuryl alcohol at elevated temperatures and pressures relevant for hydrodeoxygenation,Fuel,10.1016/j.fuel.2020.120021
https://api.elsevier.com/content/article/pii/S0009250920306072,Boron doped magnetic catalysts for selective transfer hydrogenation of furfural into furfuryl alcohol,Chemical Engineering Science,10.1016/j.ces.2020.116075
https://api.elsevier.com/content/article/pii/S2468823121002169,Selective hydrogenation of furfural to furfuryl alcohol over Pd/TiH<ce:inf loc=post>2</ce:inf> catalyst,Molecular Catalysis,10.1016/j.mcat.2021.111599
https://api.elsevier.com/content/article/pii/S2214785321022732,Functional group hydrogenation of cinnamaldehyde to hydrocinnamyl alcohol over nickel-ruthenium containing hydrotalcite,Materials Today: Proceedings,10.1016/j.matpr.2021.03.244
https://api.elsevier.com/content/article/pii/S1566736720302971,Development of bimetallic Ni-Cu/SiO<ce:inf loc=post>2</ce:inf> catalysts for liquid phase selective hydrogenation of furfural to furfuryl alcohol,Catalysis Communications,10.1016/j.catcom.2020.106221
https://api.elsevier.com/content/article/pii/S0038092X21010902,Excellent dispersion of solar light responsive photocatalyst in the different polymer films for easy recycling and sustainable hydrogen production,Solar Energy,10.1016/j.solener.2021.12.041
https://api.elsevier.com/content/article/pii/S1566736720302545,Aqueous phase hydrogenation of furfural to tetrahydrofurfuryl alcohol over Pd/UiO-66,Catalysis Communications,10.1016/j.catcom.2020.106178
https://api.elsevier.com/content/article/pii/S1387181121002870,Palladium confined in pure-silica TON zeolite for furfuryl alcohol hydrogenation into tetrahydrofurfuryl alcohol,Microporous and Mesoporous Materials,10.1016/j.micromeso.2021.111161
https://api.elsevier.com/content/article/pii/S2542435120305134,Alcohol Production from Carbon Dioxide: Methanol as a Fuel and Chemical Feedstock,Joule,10.1016/j.joule.2020.11.005
https://api.elsevier.com/content/article/pii/S0360319915317316,Hydrogen production from alcohol solution by microwave discharge in liquid,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2016.03.110
https://api.elsevier.com/content/article/pii/S2095495621004976,Surface functionalized Pt/SnNb<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>6</ce:inf> nanosheets for visible-light-driven the precise hydrogenation of furfural to furfuryl alcohol,Journal of Energy Chemistry,10.1016/j.jechem.2021.09.003
https://api.elsevier.com/content/article/pii/S0016236121007067,Heterogeneous Ni and MoO<ce:inf loc=post>x</ce:inf> co-loaded CeO<ce:inf loc=post>2</ce:inf> catalyst for the hydrogenation of fatty acids to fatty alcohols under mild reaction conditions,Fuel,10.1016/j.fuel.2021.120829
https://api.elsevier.com/content/article/pii/S0021951718303427,Effective use of photogenerated electrons and holes in a system: Photocatalytic selective oxidation of aromatic alcohols to aldehydes and hydrogen production,Journal of Catalysis,10.1016/j.jcat.2018.09.003
https://api.elsevier.com/content/article/pii/S0926860X18303958,Highly reactive anatase nanorod photocatalysts synthesized by calcination of hydrogen titanate nanotubes: Effect of calcination conditions on photocatalytic performance for aqueous dye degradation and H<ce:inf loc=post>2</ce:inf> production in alcohol-water mixtures,Applied Catalysis A: General,10.1016/j.apcata.2018.08.004
https://api.elsevier.com/content/article/pii/S2468823121000882,Theoretical insights into furfural reduction to furfuryl alcohol via the catalytic hydrogen transfer reaction catalyzed by cations exchanged zirconium-containing zeolites,Molecular Catalysis,10.1016/j.mcat.2021.111471
https://api.elsevier.com/content/article/pii/S0016236119317697,Synthesis of higher alcohols by CO hydrogenation over catalysts derived from LaCo<ce:inf loc=post>1-x</ce:inf>Mn<ce:inf loc=post>x</ce:inf>O<ce:inf loc=post>3</ce:inf> perovskites: Effect of the partial substitution of Co by Mn,Fuel,10.1016/j.fuel.2019.116415
https://api.elsevier.com/content/article/pii/S0920586121003667,Selective hydrogenation of cinnamaldehyde to cinnamyl alcohol over palladium/zirconia in microwave protocol,Catalysis Today,10.1016/j.cattod.2021.08.010
https://api.elsevier.com/content/article/pii/S1226086X21005335,Is mass-scale electrocatalysis of aqueous methanol an energetically and economically viable option for hydrogen production?,Journal of Industrial and Engineering Chemistry,10.1016/j.jiec.2021.09.028
https://api.elsevier.com/content/article/pii/S0254058420315121,Aqueous phase catalytic hydrogenation of furfural to furfuryl alcohol over in-situ synthesized Cu–Zn/SiO<ce:inf loc=post>2</ce:inf> catalysts,Materials Chemistry and Physics,10.1016/j.matchemphys.2020.124152
https://api.elsevier.com/content/article/pii/S0378382020310122,Hydrogen-free hydrogenation of furfural to furfuryl alcohol and 2-methylfuran over Ni and Co-promoted Cu/γ-Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> catalysts,Fuel Processing Technology,10.1016/j.fuproc.2020.106721
https://api.elsevier.com/content/article/pii/S2468823121002972,"Switching production of γ-valerolactone and 1,4-pentanediol from ethyl levulinate via tailoring alkaline sites of CuMg catalyst and hydrogen solubility in reaction medium",Molecular Catalysis,10.1016/j.mcat.2021.111680
https://api.elsevier.com/content/article/pii/S0926337321004148,Nano-pyramid-type Co-ZnO/NC for hydrogen transfer cascade reaction between alcohols and nitrobenzene,Applied Catalysis B: Environmental,10.1016/j.apcatb.2021.120288
https://api.elsevier.com/content/article/pii/S0021951721004164,Catalytic hydrogenation of furfural to furfuryl alcohol on hydrotalcite-derived Cu<ce:inf loc=post>x</ce:inf>Ni<ce:inf loc=post>3−x</ce:inf>AlO<ce:inf loc=post>y</ce:inf> mixed-metal oxides,Journal of Catalysis,10.1016/j.jcat.2021.10.009
https://api.elsevier.com/content/article/pii/S0360319920330901,Hydrogen generation by gasification of phenol and alcohols in supercritical water,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2020.08.086
https://api.elsevier.com/content/article/pii/S0021951721001986,MOF-derived hcp-Co nanoparticles encapsulated in ultrathin graphene for carboxylic acids hydrogenation to alcohols,Journal of Catalysis,10.1016/j.jcat.2021.05.013
https://api.elsevier.com/content/article/pii/S0926860X18300899,Selective production of furfuryl alcohol from furfural by catalytic transfer hydrogenation over commercial aluminas,Applied Catalysis A: General,10.1016/j.apcata.2018.02.022
https://api.elsevier.com/content/article/pii/S0196890421012942,"Electricity-enhanced anaerobic, non-photosynthetic mixotrophy by <ce:italic>Clostridium carboxidivorans</ce:italic> with increased carbon efficiency and alcohol production",Energy Conversion and Management,10.1016/j.enconman.2021.115118
https://api.elsevier.com/content/article/pii/S1001841720304447,Catalytic transfer hydrogenation of biomass-derived furfural to furfuryl alcohol with formic acid as hydrogen donor over CuCs-MCM catalyst,Chinese Chemical Letters,10.1016/j.cclet.2020.07.044
https://api.elsevier.com/content/article/pii/S0926860X19302443,In-situ hydrogenation of furfural conversion to furfuryl alcohol via aqueous-phase reforming of methanol,Applied Catalysis A: General,10.1016/j.apcata.2019.05.031
https://api.elsevier.com/content/article/pii/S0925838821045874,Bimetal-modified g-C<ce:inf loc=post>3</ce:inf>N<ce:inf loc=post>4</ce:inf> photocatalyst for promoting hydrogen production coupled with selective oxidation of biomass derivative,Journal of Alloys and Compounds,10.1016/j.jallcom.2021.163177
https://api.elsevier.com/content/article/pii/S2468823121007082,Budget MOF-derived catalyst to realize full conversion from furfural to furfuryl alcohol,Molecular Catalysis,10.1016/j.mcat.2021.112092
https://api.elsevier.com/content/article/pii/S0360319921021777,"Hydrogen and ethanol: Production, storage, and transportation",International Journal of Hydrogen Energy,10.1016/j.ijhydene.2021.06.027
https://api.elsevier.com/content/article/pii/B9780128197271000522,Hydrogen Production via Electroreforming,Reference Module in Earth Systems and Environmental Sciences,10.1016/B978-0-12-819727-1.00052-2
https://api.elsevier.com/content/article/pii/S1872206717630031,Robust cobalt oxide catalysts for controllable hydrogenation of carboxylic acids to alcohols,Chinese Journal of Catalysis,10.1016/S1872-2067(17)63003-1
https://api.elsevier.com/content/article/pii/S096195342030180X,Maximization of furanic compounds formation by dehydration and hydrogenation of xylose in one step over SO<ce:inf loc=post>3</ce:inf>–H functionalized H-β catalyst in alcohol media,Biomass and Bioenergy,10.1016/j.biombioe.2020.105646
https://api.elsevier.com/content/article/pii/S0167732219355369,Theoretical study of hydrogen bonding in complex alcohol liquid mixtures,Journal of Molecular Liquids,10.1016/j.molliq.2019.112331
https://api.elsevier.com/content/article/pii/S1226086X21006675,Hydrogen production through methane reforming processes using promoted-Ni/mesoporous silica: A review,Journal of Industrial and Engineering Chemistry,10.1016/j.jiec.2021.12.006
https://api.elsevier.com/content/article/pii/S0360319917337540,Effect of surface properties of copper-modified commercial titanium dioxide photocatalysts on hydrogen production through photoreforming of alcohols,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2017.09.093
https://api.elsevier.com/content/article/pii/S1364032121009680,A review on particulate photocatalytic hydrogen production system: Progress made in achieving high energy conversion efficiency and key challenges ahead,Renewable and Sustainable Energy Reviews,10.1016/j.rser.2021.111694
https://api.elsevier.com/content/article/pii/S2468025720300546,Performant Au hydrogenation catalyst cooperated with Cu-doped Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> for selective conversion of furfural to furfuryl alcohol at ambient pressure,Green Energy & Environment,10.1016/j.gee.2020.05.005
https://api.elsevier.com/content/article/pii/S0360319921044578,Activity and selectivity enhancement of silica supported cobalt catalyst for alcohols production from syngas via Fischer-Tropsch synthesis,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2021.11.070
https://api.elsevier.com/content/article/pii/S0360319921042877,Application of density functional theory and machine learning in heterogenous-based catalytic reactions for hydrogen production,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2021.10.208
https://api.elsevier.com/content/article/pii/S0360319912010221,Hydrogen production from alcohol wastewater by an anaerobic sequencing batch reactor under thermophilic operation: Nitrogen and phosphorous uptakes and transformation,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2012.04.129
https://api.elsevier.com/content/article/pii/S0021951715002341,Novel Au/TiO<ce:inf loc=post>2</ce:inf> photocatalysts for hydrogen production in alcohol–water mixtures based on hydrogen titanate nanotube precursors,Journal of Catalysis,10.1016/j.jcat.2015.07.014
https://api.elsevier.com/content/article/pii/S0021951719304105,Dual functions of CoO<ce:italic><ce:inf loc=post>x</ce:inf></ce:italic> decoration in PtCo/CeO<ce:inf loc=post>2</ce:inf> catalysts for the hydrogen-borrowing amination of alcohols to primary amines,Journal of Catalysis,10.1016/j.jcat.2019.08.024
https://api.elsevier.com/content/article/pii/S277273782100002X,Hybrid Water Electrolysis: A New Sustainable Avenue for Energy-Saving Hydrogen Production,Sustainable Horizons,10.1016/j.horiz.2021.100002
https://api.elsevier.com/content/article/pii/S0360319914011616,Hydrogen production from alcohol wastewater with added fermentation residue by an anaerobic sequencing batch reactor (ASBR) under thermophilic operation,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2014.04.105
https://api.elsevier.com/content/article/pii/S1385894720312092,Over-faradaic hydrogen production in methanol electrolysis cells,Chemical Engineering Journal,10.1016/j.cej.2020.125217
https://api.elsevier.com/content/article/pii/S0926860X20304968,Catalytic hydrogenation of furfural to tetrahydrofurfuryl alcohol using competitive nickel catalysts supported on mesoporous clays,Applied Catalysis A: General,10.1016/j.apcata.2020.117903
https://api.elsevier.com/content/article/pii/S1010603017313138,"Hydrogen generation by photocatalytic reforming of potential biofuels: Polyols, cyclic alcohols, and saccharides",Journal of Photochemistry and Photobiology A: Chemistry,10.1016/j.jphotochem.2018.01.031
https://api.elsevier.com/content/article/pii/S0926860X20304981,Evaluation of the ZrO<ce:inf loc=post>2</ce:inf>/Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> system as catalysts in the catalytic transfer hydrogenation of furfural to obtain furfuryl alcohol,Applied Catalysis A: General,10.1016/j.apcata.2020.117905
https://api.elsevier.com/content/article/pii/S0960852415009517,Disruption of lactate dehydrogenase and alcohol dehydrogenase for increased hydrogen production and its effect on metabolic flux in <ce:italic>Enterobacter aerogenes</ce:italic>,Bioresource Technology,10.1016/j.biortech.2015.06.149
https://api.elsevier.com/content/article/pii/S0920586120302753,Cu-Al spinel-oxide catalysts for selective hydrogenation of furfural to furfuryl alcohol,Catalysis Today,10.1016/j.cattod.2020.04.066
https://api.elsevier.com/content/article/pii/S0926860X20303021,Magnetic Fe<ce:inf loc=post>3</ce:inf>O<ce:inf loc=post>4</ce:inf> nanoparticles as easily separable catalysts for efficient catalytic transfer hydrogenation of biomass-derived furfural to furfuryl alcohol,Applied Catalysis A: General,10.1016/j.apcata.2020.117709
https://api.elsevier.com/content/article/pii/S1385894722004181,Water-involved Tandem Conversion of Aryl Ethers to Alcohols over Metal Phosphide Catalyst,Chemical Engineering Journal,10.1016/j.cej.2022.134911
https://api.elsevier.com/content/article/pii/S0021979720304495,PVA/Pt/N-TiO<ce:inf loc=post>2</ce:inf>/SrTiO<ce:inf loc=post>3</ce:inf> porous films with adjustable pore size for hydrogen production under simulated sunlight,Journal of Colloid and Interface Science,10.1016/j.jcis.2020.04.011
https://api.elsevier.com/content/article/pii/S0926337322000996,Highly conductive NiSe<ce:inf loc=post>2</ce:inf> nanoparticle as a co-catalyst over TiO<ce:inf loc=post>2</ce:inf> for enhanced photocatalytic hydrogen production,Applied Catalysis B: Environmental,10.1016/j.apcatb.2022.121159
https://api.elsevier.com/content/article/pii/S0926337320306500,All solid-state Z‑scheme CeO<ce:inf loc=post>2</ce:inf>/ZnIn<ce:inf loc=post>2</ce:inf>S<ce:inf loc=post>4</ce:inf> hybrid for the photocatalytic selective oxidation of aromatic alcohols coupled with hydrogen evolution,Applied Catalysis B: Environmental,10.1016/j.apcatb.2020.119235
https://api.elsevier.com/content/article/pii/S0360319914009999,Production of hydrogen rich bio-oil derived syngas from co-gasification of bio-oil and waste engine oil as feedstock for lower alcohols synthesis in two-stage bed reactor,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2014.04.008
https://api.elsevier.com/content/article/pii/S1566736720303228,Flame spray-synthesized Pt-Co/TiO<ce:inf loc=post>2</ce:inf> catalysts for the selective hydrogenation of furfural to furfuryl alcohol,Catalysis Communications,10.1016/j.catcom.2020.106246
https://api.elsevier.com/content/article/pii/S2468025720301552,Efficient hydrogenation of furfural to furfuryl alcohol by magnetically recoverable RuCo bimetallic catalyst,Green Energy & Environment,10.1016/j.gee.2020.09.014
https://api.elsevier.com/content/article/pii/S0926337321011565,Efficient visible light initiated one-pot syntheses of secondary amines from nitro aromatics and benzyl alcohols over Pd@NH<ce:inf loc=post>2</ce:inf>-UiO-66(Zr),Applied Catalysis B: Environmental,10.1016/j.apcatb.2021.121031
https://api.elsevier.com/content/article/pii/S0926860X20300132,Hydrogenation of benzoic acid to benzyl alcohol over Pt/SnO<ce:inf loc=post>2</ce:inf>,Applied Catalysis A: General,10.1016/j.apcata.2020.117420
https://api.elsevier.com/content/article/pii/S036031991101740X,Hydrogen production from alcohol distillery wastewater containing high potassium and sulfate using an anaerobic sequencing batch reactor,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2011.07.080
https://api.elsevier.com/content/article/pii/S0169131720303264,"Preparation of Ni, CoO-supported halloysite nanotube catalyst and its application in the hydrogenation of furfural to furfuryl alcohol",Applied Clay Science,10.1016/j.clay.2020.105761
